Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Type of skill,Units,2000,2001,2003,2004,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,ISO3
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),756,Switzerland,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,83.94,,,82.53,,,CHE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),756,Switzerland,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,84.86,,,81.56,,,CHE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),756,Switzerland,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,84.48,,,83.75,,,CHE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),756,Switzerland,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,75.58,,,71.7,,,CHE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),760,Syrian Arab Republic,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,7.23,,,17.07,,,,17.28,,,,,,,,,,SYR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),760,Syrian Arab Republic,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,5.7,,,14.46,,,,15.77,,,,,,,,,,SYR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),760,Syrian Arab Republic,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,6.58,,,20.05,,,,18.81,,,,,,,,,,SYR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,51.2,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,57.1,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,53.4,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,58.6,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,49.2,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,55.8,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,54.42,,46.04,,47,,,47.47,,,50.26,,,46.22,,,47.3,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,62.91,,56,,55.38,,,57.13,,,67.03,,,50.02,,,40.46,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,55.97,,46.87,,48.67,,,46.58,,,53.66,,,46.91,,,51.05,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,72.73,,66.82,,67.52,,,66.75,,,79.32,,,57.01,,,49.18,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,MALE,SKILL_MATH,PERCENT,52.27,,45.02,,44.75,,,48.65,,,45.94,,,45.32,,,43.04,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,LOWSEC,G,MALE,SKILL_READ,PERCENT,48.9,,42.81,,39.01,,,44.51,,,51.4,,,40.88,,,30.54,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,43.41,,,,,,,,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,46.79,,,,,,,,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),764,Thailand,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,40.1,,,,,,,,,,THA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,40.21,,,,,47,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,18.77,,,,,24.5,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,36.93,,,,,47,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,17.44,,,,,25.2,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,43.1,,,,,49.2,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,19.95,,,,,22.6,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,19.7,,,,,15.9,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,15.8,,,,,19.4,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,17.34,,,,,15.9,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,16.05,,,,,20.2,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,19.85,,,,,15.8,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),768,Togo,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,13.81,,,,,18.5,,TGO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,25.4,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,46.9,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,20.9,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,45.9,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,29,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),776,Tonga,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,47.6,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,46.81,,,,,,47.75,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,55.19,,,,,,57.52,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,48.77,,,,,,51.93,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,65.56,,,,,,66.78,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,44.82,,,,,,43.46,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,44.63,,,,,,48.02,,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,64.38,,,,,78,,,,,80.34,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,70.47,,,,,84,,,,,84.52,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),780,Trinidad and Tobago,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,58.94,,,,,72.6,,,,,75.41,,,,,TTO
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,15.4,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,47,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,14.7,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,48.1,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,16,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,45.9,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,22.01,,27.53,,,26.43,,,32.25,,,25.19,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,37.29,,40.98,,,49.84,,,50.7,,,28.42,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,20.4,,24.79,,,22.62,,,28.67,,,23.62,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,42.55,,47.99,,,56.56,,,57.41,,,32.68,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,23.67,,30.53,,,30.64,,,36.34,,,27.02,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,31.87,,33.32,,,42.44,,,43.01,,,23.49,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,8.94,,,8.8,,,,11.29,,,,,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,9.02,,,9.09,,,,10.75,,,,,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),788,Tunisia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,8.87,,,8.56,,,,11.77,,,,,,,,,,TUN
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,32.87,,,,40.4,,,,42.39,,,,56.36,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,63.21,,67.83,,,75.49,,,78.37,,,60.02,,,73.87,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,33.15,,,,41.55,,,,43.49,,,,58.99,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,72.15,,78.49,,,85.02,,,87.83,,,66.13,,,79.4,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,32.67,,,,39.28,,,,41.48,,,,53.67,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,55.89,,58.99,,,66.56,,,69.1,,,53.93,,,68.43,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,51.02,,,,57.09,,,,70.42,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,72.31,,,,,,,,,,,,,,,,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,50.78,,,,56.38,,,,70.36,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,76.54,,,,,,,,,,,,,,,,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,51.25,,,,57.79,,,,70.63,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),792,Turkey,PRIMAR,G,MALE,SKILL_READ,PERCENT,,68.25,,,,,,,,,,,,,,,,,,TUR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,53.2,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,71.3,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,57.7,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,74.9,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,49.8,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),795,Turkmenistan,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,68.6,,TKM
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,44.9,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,61.4,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,47.5,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,68.5,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,42.1,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),796,Turks and Caicos Islands,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,47.8,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,23.2,21,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,20.2,33.2,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,23,20.3,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,23.3,33.8,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,23.4,21.9,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,17.3,32.5,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,41.5,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,49.3,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,33.7,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,48.5,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,48.7,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,49.8,,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,20.7,,52.6,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,50.5,,51.9,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,16.8,,48.2,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,48.3,,52.1,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,24.8,,56.9,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),800,Uganda,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,53.5,,51.6,,,,,,UGA
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,46.12,,,,52.73,,,,,,,,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,74.09,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,46.26,,,,51.2,,,,,,,,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,81.14,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,45.98,,,,54.28,,,,,,,,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,67.75,,,UKR
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),804,Ukraine,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,50.17,,,,,,,,,,,,,,UKR
