ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,type_of_skill_code,type_of_skill_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
289,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,2,2011,2015,"[2011, 2015]",,,,,,,,,,,,0.715,,,,0.3785,,,,,,0.3785,,C: Country data
290,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,2,2011,2016,"[2011, 2016]",,,,,,,,,,,,0.7617,,,,,0.75845,,,,,0.75845,,C: Country data
291,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.42318,,,,,,,0.42318,,C: Country data
292,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11A_0_G23,Grades 2/3,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11A_0_G23__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.15123,,,,,,,0.15123,,C: Country data
293,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,1,2015,2015,[2015],,,,,,,,,,,,,,,,0.35682,,,,,,0.35682,,C: Country data
294,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,1,2015,2015,[2015],,,,,,,,,,,,,,,,0.27918,,,,,,0.27918,,C: Country data
295,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.2318,,,,,,,0.2318,,C: Country data
296,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2014,2014,[2014],,,,,,,,,,,,,,,0.16691,,,,,,,0.16691,,C: Country data
297,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.59935,,,0.59935,,C: Country data
298,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,0.62287,,,0.62287,,C: Country data
299,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,2,2011,2015,"[2011, 2015]",,,,,,,,,,,,0.84558,,,,0.886,,,,,,0.886,,C: Country data
300,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.28571,,,,,,,,,,,,,,,0.28571,,C: Country data
301,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,1,2006,2006,[2006],,,,,,,0.56813,,,,,,,,,,,,,,,0.56813,,C: Country data
302,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,4,2003,2015,"[2003, 2007, 2011, 2015]",,,,0.99661,,,,0.88536,,,,0.95599,,,,0.28212,,,,,,0.28212,,C: Country data
303,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,4,2009,2018,"[2009, 2012, 2015, 2018]",,,,,,,,,,0.79233,,,0.82525,,,0.79039,,,0.82757,,,0.82757,,C: Country data
304,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,4,2003,2015,"[2003, 2007, 2011, 2015]",,,,0.93541,,,,0.94645,,,,0.82522,,,,0.84982,,,,,,0.84982,,C: Country data
305,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,4,2001,2016,"[2001, 2006, 2011, 2016]",,0.90684,,,,,0.9312,,,,,0.90595,,,,,0.92027,,,,,0.92027,,C: Country data
306,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,6,2003,2018,"[2003, 2006, 2009, 2012, 2015, 2018]",,,,0.57518,,,0.62324,,,0.64485,,,0.47047,,,0.60549,,,0.567,,,0.567,,C: Country data
307,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,6,2003,2018,"[2003, 2006, 2009, 2012, 2015, 2018]",,,,0.50895,,,0.56927,,,0.65406,,,0.45859,,,0.56536,,,0.56045,,,0.56045,,C: Country data
308,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,4,2001,2016,"[2001, 2006, 2011, 2016]",,0.93481,,,,,0.77964,,,,,0.84516,,,,,0.58529,,,,,0.58529,,C: Country data
309,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),705,Slovenia,5,39,Southern Europe,Country,14.82209486,46.11958061,SVN,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,5,2006,2018,"[2006, 2009, 2012, 2015, 2018]",,,,,,,0.68758,,,0.6775,,,0.681,,,0.80412,,,0.76934,,,0.76934,,C: Country data
310,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,6,2000,2015,"[2000, 2003, 2006, 2009, 2012, 2015]",0.72622,,,0.71838,,,0.62787,,,0.69091,,,0.71938,,,0.7674,,,,,,0.7674,,C: Country data
311,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,2,2011,2015,"[2011, 2015]",,,,,,,,,,,,0.52161,,,,0.57115,,,,,,0.57115,,C: Country data
312,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),724,Spain,5,39,Southern Europe,Country,-3.554078296,40.39211472,ESP,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,3,2006,2016,"[2006, 2011, 2016]",,,,,,,0.83708,,,,,0.87303,,,,,0.95789,,,,,0.95789,,C: Country data
313,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,3,2003,2011,"[2003, 2007, 2011]",,,,0.75161,,,,0.49034,,,,0.72158,,,,,,,,,,0.72158,,C: Country data
314,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,ISCED11_2,Lower secondary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_MATH,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.76883,,,0.72711,,,0.73043,,,0.65853,,,0.66781,,,0.72731,,,0.72953,,,0.72953,,C: Country data
315,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,ISCED11_2,Lower secondary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_2__SKILL_READ,education_level__type_of_skill,7,2000,2018,"[2000, 2003, 2006, 2009, 2012, 2015, 2018]",0.84007,,,0.78215,,,0.81092,,,0.729,,,0.72093,,,0.78261,,,0.77481,,,0.77481,,C: Country data
316,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,ISCED11_1,Primary,SKILL_MATH,Skill: Minimum proficiency in mathematics,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_MATH,education_level__type_of_skill,3,2007,2015,"[2007, 2011, 2015]",,,,,,,,0.60363,,,,0.6122,,,,0.62739,,,,,,0.62739,,C: Country data
317,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.5,"By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations",C040501,4.5.1,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",2021.Q2.G.03,"['education', 'equality']",SE_TOT_SESPI,Adjusted low to high socio-economic parity index for achieving a minimum proficiency level in reading and mathematics (ratio),752,Sweden,5,154,Northern Europe,Country,14.3775338,60.60103109,SWE,1,1,ISCED11_1,Primary,SKILL_READ,Skill: Minimum proficiency in reading,,RO,Ratio,SE_TOT_SESPI__ISCED11_1__SKILL_READ,education_level__type_of_skill,4,2001,2016,"[2001, 2006, 2011, 2016]",,0.95361,,,,,0.95771,,,,,0.93956,,,,,0.92927,,,,,0.92927,,C: Country data
